id,開始日,終了日,職種,都道府県,労務単価
389,2015-02-01,2016-01-31,設備機械工,茨城県,21100
390,2015-02-01,2016-01-31,交通誘導警備員A,茨城県,12300
391,2015-02-01,2016-01-31,交通誘導警備員B,茨城県,11100
392,2015-02-01,2016-01-31,特殊作業員,栃木県,19300
393,2015-02-01,2016-01-31,普通作業員,栃木県,16900
394,2015-02-01,2016-01-31,軽作業員,栃木県,12500
395,2015-02-01,2016-01-31,造園工,栃木県,19300
396,2015-02-01,2016-01-31,法面工,栃木県,23300
397,2015-02-01,2016-01-31,とび工,栃木県,21900
398,2015-02-01,2016-01-31,石工,栃木県,24800
399,2015-02-01,2016-01-31,ブロック工,栃木県,22700
400,2015-02-01,2016-01-31,電工,栃木県,18900
401,2015-02-01,2016-01-31,鉄筋工,栃木県,22700
402,2015-02-01,2016-01-31,鉄骨工,栃木県,22200
403,2015-02-01,2016-01-31,塗装工,栃木県,23600
404,2015-02-01,2016-01-31,溶接工,栃木県,26200
405,2015-02-01,2016-01-31,運転手（特殊）,栃木県,19000
406,2015-02-01,2016-01-31,運転手（一般）,栃木県,18100
407,2015-02-01,2016-01-31,潜かん工,栃木県,26900
408,2015-02-01,2016-01-31,潜かん世話役,栃木県,31800
409,2015-02-01,2016-01-31,さく岩工,栃木県,24600
410,2015-02-01,2016-01-31,トンネル特殊工,栃木県,26500
411,2015-02-01,2016-01-31,トンネル作業員,栃木県,22200
412,2015-02-01,2016-01-31,トンネル世話役,栃木県,29100
413,2015-02-01,2016-01-31,橋りょう特殊工,栃木県,27200
414,2015-02-01,2016-01-31,橋りょう塗装工,栃木県,28200
415,2015-02-01,2016-01-31,橋りょう世話役,栃木県,30400
416,2015-02-01,2016-01-31,土木一般世話役,栃木県,21700
417,2015-02-01,2016-01-31,高級船員,栃木県,28900
418,2015-02-01,2016-01-31,普通船員,栃木県,21700
419,2015-02-01,2016-01-31,潜水士,栃木県,34500
420,2015-02-01,2016-01-31,潜水連絡員,栃木県,22600
421,2015-02-01,2016-01-31,潜水送気員,栃木県,24300
422,2015-02-01,2016-01-31,山林砂防工,栃木県,25500
423,2015-02-01,2016-01-31,軌道工,栃木県,41700
424,2015-02-01,2016-01-31,型わく工,栃木県,22300
425,2015-02-01,2016-01-31,大工,栃木県,23600
426,2015-02-01,2016-01-31,左官,栃木県,24300
427,2015-02-01,2016-01-31,配管工,栃木県,20300
428,2015-02-01,2016-01-31,はつり工,栃木県,22700
429,2015-02-01,2016-01-31,防水工,栃木県,25000
430,2015-02-01,2016-01-31,板金工,栃木県,24600
431,2015-02-01,2016-01-31,タイル工,栃木県,
432,2015-02-01,2016-01-31,サッシ工,栃木県,23300
433,2015-02-01,2016-01-31,内装工,栃木県,25400
434,2015-02-01,2016-01-31,ガラス工,栃木県,22500
435,2015-02-01,2016-01-31,建具工,栃木県,21800
436,2015-02-01,2016-01-31,ダクト工,栃木県,20000
437,2015-02-01,2016-01-31,保温工,栃木県,21000
438,2015-02-01,2016-01-31,設備機械工,栃木県,21100
439,2015-02-01,2016-01-31,交通誘導警備員A,栃木県,12000
440,2015-02-01,2016-01-31,交通誘導警備員B,栃木県,10400
441,2015-02-01,2016-01-31,特殊作業員,群馬県,19300
442,2015-02-01,2016-01-31,普通作業員,群馬県,17300
443,2015-02-01,2016-01-31,軽作業員,群馬県,13200
444,2015-02-01,2016-01-31,造園工,群馬県,19100
445,2015-02-01,2016-01-31,法面工,群馬県,24200
446,2015-02-01,2016-01-31,とび工,群馬県,20700
447,2015-02-01,2016-01-31,石工,群馬県,23800
448,2015-02-01,2016-01-31,ブロック工,群馬県,22400
449,2015-02-01,2016-01-31,電工,群馬県,18500
450,2015-02-01,2016-01-31,鉄筋工,群馬県,22100
451,2015-02-01,2016-01-31,鉄骨工,群馬県,21600
452,2015-02-01,2016-01-31,塗装工,群馬県,20500
453,2015-02-01,2016-01-31,溶接工,群馬県,24400
454,2015-02-01,2016-01-31,運転手（特殊）,群馬県,19300
455,2015-02-01,2016-01-31,運転手（一般）,群馬県,16300
456,2015-02-01,2016-01-31,潜かん工,群馬県,26700
457,2015-02-01,2016-01-31,潜かん世話役,群馬県,31600
458,2015-02-01,2016-01-31,さく岩工,群馬県,24500
459,2015-02-01,2016-01-31,トンネル特殊工,群馬県,27600
460,2015-02-01,2016-01-31,トンネル作業員,群馬県,22100
461,2015-02-01,2016-01-31,トンネル世話役,群馬県,28900
462,2015-02-01,2016-01-31,橋りょう特殊工,群馬県,27000
463,2015-02-01,2016-01-31,橋りょう塗装工,群馬県,28100
464,2015-02-01,2016-01-31,橋りょう世話役,群馬県,30400
465,2015-02-01,2016-01-31,土木一般世話役,群馬県,21800
466,2015-02-01,2016-01-31,高級船員,群馬県,29000
467,2015-02-01,2016-01-31,普通船員,群馬県,21700
468,2015-02-01,2016-01-31,潜水士,群馬県,35900
469,2015-02-01,2016-01-31,潜水連絡員,群馬県,22100
470,2015-02-01,2016-01-31,潜水送気員,群馬県,23700
471,2015-02-01,2016-01-31,山林砂防工,群馬県,25500
472,2015-02-01,2016-01-31,軌道工,群馬県,38700
473,2015-02-01,2016-01-31,型わく工,群馬県,22200
474,2015-02-01,2016-01-31,大工,群馬県,22900
475,2015-02-01,2016-01-31,左官,群馬県,21400
476,2015-02-01,2016-01-31,配管工,群馬県,18300
477,2015-02-01,2016-01-31,はつり工,群馬県,22600
478,2015-02-01,2016-01-31,防水工,群馬県,23100
479,2015-02-01,2016-01-31,板金工,群馬県,22500
480,2015-02-01,2016-01-31,タイル工,群馬県,
481,2015-02-01,2016-01-31,サッシ工,群馬県,22500
482,2015-02-01,2016-01-31,内装工,群馬県,24700
483,2015-02-01,2016-01-31,ガラス工,群馬県,22400
484,2015-02-01,2016-01-31,建具工,群馬県,21800
485,2015-02-01,2016-01-31,ダクト工,群馬県,18900
486,2015-02-01,2016-01-31,保温工,群馬県,20800
487,2015-02-01,2016-01-31,設備機械工,群馬県,21100
488,2015-02-01,2016-01-31,交通誘導警備員A,群馬県,11400
489,2015-02-01,2016-01-31,交通誘導警備員B,群馬県,10000
490,2015-02-01,2016-01-31,特殊作業員,埼玉県,20600
491,2015-02-01,2016-01-31,普通作業員,埼玉県,18300
492,2015-02-01,2016-01-31,軽作業員,埼玉県,13200
493,2015-02-01,2016-01-31,造園工,埼玉県,19200
494,2015-02-01,2016-01-31,法面工,埼玉県,23300
495,2015-02-01,2016-01-31,とび工,埼玉県,24000
496,2015-02-01,2016-01-31,石工,埼玉県,24300
497,2015-02-01,2016-01-31,ブロック工,埼玉県,
498,2015-02-01,2016-01-31,電工,埼玉県,20400
499,2015-02-01,2016-01-31,鉄筋工,埼玉県,24300
500,2015-02-01,2016-01-31,鉄骨工,埼玉県,22600
501,2015-02-01,2016-01-31,塗装工,埼玉県,24000
502,2015-02-01,2016-01-31,溶接工,埼玉県,25500
503,2015-02-01,2016-01-31,運転手（特殊）,埼玉県,22000
504,2015-02-01,2016-01-31,運転手（一般）,埼玉県,19100
505,2015-02-01,2016-01-31,潜かん工,埼玉県,26600
506,2015-02-01,2016-01-31,潜かん世話役,埼玉県,31500
507,2015-02-01,2016-01-31,さく岩工,埼玉県,24400
508,2015-02-01,2016-01-31,トンネル特殊工,埼玉県,25600
509,2015-02-01,2016-01-31,トンネル作業員,埼玉県,21900
510,2015-02-01,2016-01-31,トンネル世話役,埼玉県,28800
511,2015-02-01,2016-01-31,橋りょう特殊工,埼玉県,27800
512,2015-02-01,2016-01-31,橋りょう塗装工,埼玉県,27900
513,2015-02-01,2016-01-31,橋りょう世話役,埼玉県,30500
514,2015-02-01,2016-01-31,土木一般世話役,埼玉県,22200
515,2015-02-01,2016-01-31,高級船員,埼玉県,27600
516,2015-02-01,2016-01-31,普通船員,埼玉県,21700
517,2015-02-01,2016-01-31,潜水士,埼玉県,35700
518,2015-02-01,2016-01-31,潜水連絡員,埼玉県,25400
519,2015-02-01,2016-01-31,潜水送気員,埼玉県,25400
520,2015-02-01,2016-01-31,山林砂防工,埼玉県,25500
521,2015-02-01,2016-01-31,軌道工,埼玉県,41700
522,2015-02-01,2016-01-31,型わく工,埼玉県,23400
523,2015-02-01,2016-01-31,大工,埼玉県,
524,2015-02-01,2016-01-31,左官,埼玉県,24100
525,2015-02-01,2016-01-31,配管工,埼玉県,20000
526,2015-02-01,2016-01-31,はつり工,埼玉県,22500
527,2015-02-01,2016-01-31,防水工,埼玉県,25900
528,2015-02-01,2016-01-31,板金工,埼玉県,24900
529,2015-02-01,2016-01-31,タイル工,埼玉県,
530,2015-02-01,2016-01-31,サッシ工,埼玉県,22900
531,2015-02-01,2016-01-31,内装工,埼玉県,25100
532,2015-02-01,2016-01-31,ガラス工,埼玉県,22300
533,2015-02-01,2016-01-31,建具工,埼玉県,21800
534,2015-02-01,2016-01-31,ダクト工,埼玉県,20100
535,2015-02-01,2016-01-31,保温工,埼玉県,20700
536,2015-02-01,2016-01-31,設備機械工,埼玉県,21100
537,2015-02-01,2016-01-31,交通誘導警備員A,埼玉県,12200
538,2015-02-01,2016-01-31,交通誘導警備員B,埼玉県,10900
539,2015-02-01,2016-01-31,特殊作業員,千葉県,21400
540,2015-02-01,2016-01-31,普通作業員,千葉県,18100
541,2015-02-01,2016-01-31,軽作業員,千葉県,13100
542,2015-02-01,2016-01-31,造園工,千葉県,20100
543,2015-02-01,2016-01-31,法面工,千葉県,23200
544,2015-02-01,2016-01-31,とび工,千葉県,24800
545,2015-02-01,2016-01-31,石工,千葉県,24700
546,2015-02-01,2016-01-31,ブロック工,千葉県,
547,2015-02-01,2016-01-31,電工,千葉県,21500
548,2015-02-01,2016-01-31,鉄筋工,千葉県,25200
549,2015-02-01,2016-01-31,鉄骨工,千葉県,22500
550,2015-02-01,2016-01-31,塗装工,千葉県,24200
551,2015-02-01,2016-01-31,溶接工,千葉県,25600
552,2015-02-01,2016-01-31,運転手（特殊）,千葉県,21300
553,2015-02-01,2016-01-31,運転手（一般）,千葉県,19000
554,2015-02-01,2016-01-31,潜かん工,千葉県,26600
555,2015-02-01,2016-01-31,潜かん世話役,千葉県,31500
556,2015-02-01,2016-01-31,さく岩工,千葉県,24400
557,2015-02-01,2016-01-31,トンネル特殊工,千葉県,25400
558,2015-02-01,2016-01-31,トンネル作業員,千葉県,21800
559,2015-02-01,2016-01-31,トンネル世話役,千葉県,28700
560,2015-02-01,2016-01-31,橋りょう特殊工,千葉県,27200
561,2015-02-01,2016-01-31,橋りょう塗装工,千葉県,27900
562,2015-02-01,2016-01-31,橋りょう世話役,千葉県,30500
563,2015-02-01,2016-01-31,土木一般世話役,千葉県,22700
564,2015-02-01,2016-01-31,高級船員,千葉県,27600
565,2015-02-01,2016-01-31,普通船員,千葉県,21700
566,2015-02-01,2016-01-31,潜水士,千葉県,35700
567,2015-02-01,2016-01-31,潜水連絡員,千葉県,25400
568,2015-02-01,2016-01-31,潜水送気員,千葉県,25400
569,2015-02-01,2016-01-31,山林砂防工,千葉県,25500
570,2015-02-01,2016-01-31,軌道工,千葉県,42700
571,2015-02-01,2016-01-31,型わく工,千葉県,22600
572,2015-02-01,2016-01-31,大工,千葉県,
573,2015-02-01,2016-01-31,左官,千葉県,24600
574,2015-02-01,2016-01-31,配管工,千葉県,20500
575,2015-02-01,2016-01-31,はつり工,千葉県,22500
576,2015-02-01,2016-01-31,防水工,千葉県,26000
577,2015-02-01,2016-01-31,板金工,千葉県,25000
578,2015-02-01,2016-01-31,タイル工,千葉県,
579,2015-02-01,2016-01-31,サッシ工,千葉県,23000
580,2015-02-01,2016-01-31,内装工,千葉県,24700
581,2015-02-01,2016-01-31,ガラス工,千葉県,22300
582,2015-02-01,2016-01-31,建具工,千葉県,21800
583,2015-02-01,2016-01-31,ダクト工,千葉県,20200
584,2015-02-01,2016-01-31,保温工,千葉県,20700
585,2015-02-01,2016-01-31,設備機械工,千葉県,21100
586,2015-02-01,2016-01-31,交通誘導警備員A,千葉県,12600
587,2015-02-01,2016-01-31,交通誘導警備員B,千葉県,10900
588,2015-02-01,2016-01-31,特殊作業員,東京都,22000
589,2015-02-01,2016-01-31,普通作業員,東京都,19200
590,2015-02-01,2016-01-31,軽作業員,東京都,13700
591,2015-02-01,2016-01-31,造園工,東京都,20100
592,2015-02-01,2016-01-31,法面工,東京都,24400
593,2015-02-01,2016-01-31,とび工,東京都,24600
594,2015-02-01,2016-01-31,石工,東京都,24700
595,2015-02-01,2016-01-31,ブロック工,東京都,
596,2015-02-01,2016-01-31,電工,東京都,23600
597,2015-02-01,2016-01-31,鉄筋工,東京都,24800
598,2015-02-01,2016-01-31,鉄骨工,東京都,23200
599,2015-02-01,2016-01-31,塗装工,東京都,25400
600,2015-02-01,2016-01-31,溶接工,東京都,27200
601,2015-02-01,2016-01-31,運転手（特殊）,東京都,21600
602,2015-02-01,2016-01-31,運転手（一般）,東京都,17900
603,2015-02-01,2016-01-31,潜かん工,東京都,26600
604,2015-02-01,2016-01-31,潜かん世話役,東京都,31500
605,2015-02-01,2016-01-31,さく岩工,東京都,24400
606,2015-02-01,2016-01-31,トンネル特殊工,東京都,25200
607,2015-02-01,2016-01-31,トンネル作業員,東京都,21800
608,2015-02-01,2016-01-31,トンネル世話役,東京都,28700
609,2015-02-01,2016-01-31,橋りょう特殊工,東京都,27000
610,2015-02-01,2016-01-31,橋りょう塗装工,東京都,27900
611,2015-02-01,2016-01-31,橋りょう世話役,東京都,30900
612,2015-02-01,2016-01-31,土木一般世話役,東京都,23300
613,2015-02-01,2016-01-31,高級船員,東京都,27600
614,2015-02-01,2016-01-31,普通船員,東京都,21700
615,2015-02-01,2016-01-31,潜水士,東京都,36900
616,2015-02-01,2016-01-31,潜水連絡員,東京都,25400
617,2015-02-01,2016-01-31,潜水送気員,東京都,25200
618,2015-02-01,2016-01-31,山林砂防工,東京都,25500
619,2015-02-01,2016-01-31,軌道工,東京都,40700
620,2015-02-01,2016-01-31,型わく工,東京都,23500
621,2015-02-01,2016-01-31,大工,東京都,
622,2015-02-01,2016-01-31,左官,東京都,24900
623,2015-02-01,2016-01-31,配管工,東京都,20700
624,2015-02-01,2016-01-31,はつり工,東京都,22500
625,2015-02-01,2016-01-31,防水工,東京都,26900
626,2015-02-01,2016-01-31,板金工,東京都,25000
627,2015-02-01,2016-01-31,タイル工,東京都,
628,2015-02-01,2016-01-31,サッシ工,東京都,23100
629,2015-02-01,2016-01-31,内装工,東京都,24900
630,2015-02-01,2016-01-31,ガラス工,東京都,22300
631,2015-02-01,2016-01-31,建具工,東京都,21800
632,2015-02-01,2016-01-31,ダクト工,東京都,20500
633,2015-02-01,2016-01-31,保温工,東京都,20700
634,2015-02-01,2016-01-31,設備機械工,東京都,21100
635,2015-02-01,2016-01-31,交通誘導警備員A,東京都,12800
636,2015-02-01,2016-01-31,交通誘導警備員B,東京都,11100
637,2015-02-01,2016-01-31,特殊作業員,神奈川県,22200
638,2015-02-01,2016-01-31,普通作業員,神奈川県,19200
639,2015-02-01,2016-01-31,軽作業員,神奈川県,13400
640,2015-02-01,2016-01-31,造園工,神奈川県,19600
641,2015-02-01,2016-01-31,法面工,神奈川県,23200
642,2015-02-01,2016-01-31,とび工,神奈川県,24600
643,2015-02-01,2016-01-31,石工,神奈川県,24500
644,2015-02-01,2016-01-31,ブロック工,神奈川県,23000
645,2015-02-01,2016-01-31,電工,神奈川県,21600
646,2015-02-01,2016-01-31,鉄筋工,神奈川県,23400
647,2015-02-01,2016-01-31,鉄骨工,神奈川県,23200
648,2015-02-01,2016-01-31,塗装工,神奈川県,25400
649,2015-02-01,2016-01-31,溶接工,神奈川県,27900
650,2015-02-01,2016-01-31,運転手（特殊）,神奈川県,22500
651,2015-02-01,2016-01-31,運転手（一般）,神奈川県,19200
652,2015-02-01,2016-01-31,潜かん工,神奈川県,26600
653,2015-02-01,2016-01-31,潜かん世話役,神奈川県,31500
654,2015-02-01,2016-01-31,さく岩工,神奈川県,24400
655,2015-02-01,2016-01-31,トンネル特殊工,神奈川県,25200
656,2015-02-01,2016-01-31,トンネル作業員,神奈川県,21800
657,2015-02-01,2016-01-31,トンネル世話役,神奈川県,28700
658,2015-02-01,2016-01-31,橋りょう特殊工,神奈川県,26800
659,2015-02-01,2016-01-31,橋りょう塗装工,神奈川県,27900
660,2015-02-01,2016-01-31,橋りょう世話役,神奈川県,30200
661,2015-02-01,2016-01-31,土木一般世話役,神奈川県,23700
662,2015-02-01,2016-01-31,高級船員,神奈川県,27600
663,2015-02-01,2016-01-31,普通船員,神奈川県,21700
664,2015-02-01,2016-01-31,潜水士,神奈川県,36200
665,2015-02-01,2016-01-31,潜水連絡員,神奈川県,24600
666,2015-02-01,2016-01-31,潜水送気員,神奈川県,24300
667,2015-02-01,2016-01-31,山林砂防工,神奈川県,25500
668,2015-02-01,2016-01-31,軌道工,神奈川県,39500
669,2015-02-01,2016-01-31,型わく工,神奈川県,23400
670,2015-02-01,2016-01-31,大工,神奈川県,
671,2015-02-01,2016-01-31,左官,神奈川県,24200
672,2015-02-01,2016-01-31,配管工,神奈川県,19900
673,2015-02-01,2016-01-31,はつり工,神奈川県,22500
674,2015-02-01,2016-01-31,防水工,神奈川県,24600
675,2015-02-01,2016-01-31,板金工,神奈川県,24500
676,2015-02-01,2016-01-31,タイル工,神奈川県,
677,2015-02-01,2016-01-31,サッシ工,神奈川県,22700
678,2015-02-01,2016-01-31,内装工,神奈川県,25200
679,2015-02-01,2016-01-31,ガラス工,神奈川県,22300
680,2015-02-01,2016-01-31,建具工,神奈川県,21800
681,2015-02-01,2016-01-31,ダクト工,神奈川県,19800
682,2015-02-01,2016-01-31,保温工,神奈川県,20700
683,2015-02-01,2016-01-31,設備機械工,神奈川県,21100
684,2015-02-01,2016-01-31,交通誘導警備員A,神奈川県,13000
685,2015-02-01,2016-01-31,交通誘導警備員B,神奈川県,11300
686,2015-02-01,2016-01-31,特殊作業員,山梨県,20900
687,2015-02-01,2016-01-31,普通作業員,山梨県,18900
688,2015-02-01,2016-01-31,軽作業員,山梨県,13000
689,2015-02-01,2016-01-31,造園工,山梨県,19500
690,2015-02-01,2016-01-31,法面工,山梨県,23800
691,2015-02-01,2016-01-31,とび工,山梨県,22000
692,2015-02-01,2016-01-31,石工,山梨県,24400
693,2015-02-01,2016-01-31,ブロック工,山梨県,22900
694,2015-02-01,2016-01-31,電工,山梨県,21100
695,2015-02-01,2016-01-31,鉄筋工,山梨県,22800
696,2015-02-01,2016-01-31,鉄骨工,山梨県,23400
697,2015-02-01,2016-01-31,塗装工,山梨県,24000
698,2015-02-01,2016-01-31,溶接工,山梨県,26800
699,2015-02-01,2016-01-31,運転手（特殊）,山梨県,21400
700,2015-02-01,2016-01-31,運転手（一般）,山梨県,18500
701,2015-02-01,2016-01-31,潜かん工,山梨県,26600
702,2015-02-01,2016-01-31,潜かん世話役,山梨県,31600
703,2015-02-01,2016-01-31,さく岩工,山梨県,24500
704,2015-02-01,2016-01-31,トンネル特殊工,山梨県,26900
705,2015-02-01,2016-01-31,トンネル作業員,山梨県,21900
706,2015-02-01,2016-01-31,トンネル世話役,山梨県,28800
707,2015-02-01,2016-01-31,橋りょう特殊工,山梨県,26900
708,2015-02-01,2016-01-31,橋りょう塗装工,山梨県,28000
709,2015-02-01,2016-01-31,橋りょう世話役,山梨県,29700
710,2015-02-01,2016-01-31,土木一般世話役,山梨県,22500
711,2015-02-01,2016-01-31,高級船員,山梨県,27500
712,2015-02-01,2016-01-31,普通船員,山梨県,21600
713,2015-02-01,2016-01-31,潜水士,山梨県,36600
714,2015-02-01,2016-01-31,潜水連絡員,山梨県,24200
715,2015-02-01,2016-01-31,潜水送気員,山梨県,24300
716,2015-02-01,2016-01-31,山林砂防工,山梨県,25500
717,2015-02-01,2016-01-31,軌道工,山梨県,39100
718,2015-02-01,2016-01-31,型わく工,山梨県,23400
719,2015-02-01,2016-01-31,大工,山梨県,
720,2015-02-01,2016-01-31,左官,山梨県,23800
721,2015-02-01,2016-01-31,配管工,山梨県,19900
722,2015-02-01,2016-01-31,はつり工,山梨県,22600
723,2015-02-01,2016-01-31,防水工,山梨県,24300
724,2015-02-01,2016-01-31,板金工,山梨県,24200
725,2015-02-01,2016-01-31,タイル工,山梨県,
726,2015-02-01,2016-01-31,サッシ工,山梨県,22800
727,2015-02-01,2016-01-31,内装工,山梨県,25300
728,2015-02-01,2016-01-31,ガラス工,山梨県,22400
729,2015-02-01,2016-01-31,建具工,山梨県,21800
730,2015-02-01,2016-01-31,ダクト工,山梨県,19700
731,2015-02-01,2016-01-31,保温工,山梨県,20800
732,2015-02-01,2016-01-31,設備機械工,山梨県,21100
733,2015-02-01,2016-01-31,交通誘導警備員A,山梨県,11800
734,2015-02-01,2016-01-31,交通誘導警備員B,山梨県,10300
735,2015-02-01,2016-01-31,特殊作業員,長野県,20200
736,2015-02-01,2016-01-31,普通作業員,長野県,17400
737,2015-02-01,2016-01-31,軽作業員,長野県,13800
738,2015-02-01,2016-01-31,造園工,長野県,18800
739,2015-02-01,2016-01-31,法面工,長野県,22900
740,2015-02-01,2016-01-31,とび工,長野県,21500
741,2015-02-01,2016-01-31,石工,長野県,23200
742,2015-02-01,2016-01-31,ブロック工,長野県,22300
743,2015-02-01,2016-01-31,電工,長野県,19000
744,2015-02-01,2016-01-31,鉄筋工,長野県,21200
745,2015-02-01,2016-01-31,鉄骨工,長野県,21800
746,2015-02-01,2016-01-31,塗装工,長野県,21400
747,2015-02-01,2016-01-31,溶接工,長野県,23500
748,2015-02-01,2016-01-31,運転手（特殊）,長野県,19200
749,2015-02-01,2016-01-31,運転手（一般）,長野県,16800
750,2015-02-01,2016-01-31,潜かん工,長野県,26800
751,2015-02-01,2016-01-31,潜かん世話役,長野県,31700
752,2015-02-01,2016-01-31,さく岩工,長野県,24600
753,2015-02-01,2016-01-31,トンネル特殊工,長野県,27000
754,2015-02-01,2016-01-31,トンネル作業員,長野県,22100
755,2015-02-01,2016-01-31,トンネル世話役,長野県,29000
756,2015-02-01,2016-01-31,橋りょう特殊工,長野県,27000
757,2015-02-01,2016-01-31,橋りょう塗装工,長野県,28200
758,2015-02-01,2016-01-31,橋りょう世話役,長野県,29100
759,2015-02-01,2016-01-31,土木一般世話役,長野県,21900
760,2015-02-01,2016-01-31,高級船員,長野県,27700
761,2015-02-01,2016-01-31,普通船員,長野県,21700
762,2015-02-01,2016-01-31,潜水士,長野県,34800
763,2015-02-01,2016-01-31,潜水連絡員,長野県,22900
764,2015-02-01,2016-01-31,潜水送気員,長野県,24100
765,2015-02-01,2016-01-31,山林砂防工,長野県,25500
766,2015-02-01,2016-01-31,軌道工,長野県,34300
767,2015-02-01,2016-01-31,型わく工,長野県,20300
768,2015-02-01,2016-01-31,大工,長野県,22500
769,2015-02-01,2016-01-31,左官,長野県,20400
770,2015-02-01,2016-01-31,配管工,長野県,18300
771,2015-02-01,2016-01-31,はつり工,長野県,22700
772,2015-02-01,2016-01-31,防水工,長野県,22600
773,2015-02-01,2016-01-31,板金工,長野県,22600
